approach;total_size;partition;partition_size
Feature;3174;approve#approve#begin editing;2
Feature;3174;trace:payment_actual0@55000;19
Feature;3174;check admissibility#calculate#calculate;26
Feature;3174;calculate#calculate#refuse;5
Feature;3174;insert document#begin payment#save;7
Feature;3174;insert document#save#abort payment;3
Feature;3174;decide#calculate#withdraw;2
Feature;3174;calculate#withdraw#calculate;67
Feature;3174;withdraw#calculate#finish editing;67
Feature;3174;insert document#revoke decision#calculate;62
Feature;3174;initialize#calculate#calculate;319
Feature;3174;calculate#insert document#begin editing;27
Feature;3174;insert document#begin editing#calculate;64
Feature;3174;finish editing#remove document#save;14
Feature;3174;remove document#save#calculate;21
Feature;3174;calculate#calculate#withdraw;52
Feature;3174;save#finish payment#finish editing;44
Feature;3174;begin editing#initialize#insert document;10
Feature;3174;save#performed#performed;17
Feature;3174;finish editing#take original document#insert document;12
Feature;3174;take original document#insert document#save;22
Feature;3174;finish editing#finish editing#begin payment;8
Feature;3174;save#check#take original document;24
Feature;3174;check#take original document#save;14
Feature;3174;performed offline#save#performed;3
Feature;3174;trace:payment_actual0@80000;11
Feature;3174;begin payment#finish editing#insert document;2
Feature;3174;trace:penalty_amount0@1700;38
Feature;3174;event:org:resource@b2b786;41
Feature;3174;check admissibility#calculate#insert document;14
Feature;3174;insert document#save#approve;12
Feature;3174;save#approve#calculate;16
Feature;3174;save#save#withdraw;12
Feature;3174;save#withdraw#revoke withdrawal;2
Feature;3174;insert document#calculate#initialize;5
Feature;3174;begin preparations#save#prepare offline;24
Feature;3174;save#prepare offline#save;26
Feature;3174;trace:penalty_amount0@7800;2
Feature;3174;initialize#begin editing#take original document;8
Feature;3174;trace:payment_actual0@64000;13
Feature;3174;check admissibility#begin admissibility check#calculate;28
Feature;3174;save#calculate#begin admissibility check;14
Feature;3174;insert document#insert document#finish editing;6
Feature;3174;insert document#finish editing#begin editing;38
Feature;3174;initialize#begin admissibility check#check admissibility;153
Feature;3174;calculate#refuse#begin editing from refused;21
Feature;3174;refuse#begin editing from refused#revoke approval;10
Feature;3174;revoke approval#approve#begin editing;13
Feature;3174;calculate#refuse#begin editing;22
Feature;3174;calculate#check admissibility#begin admissibility check;44
Feature;3174;calculate#refuse#refuse;4
Feature;3174;refuse#refuse#insert document;2
Feature;3174;trace:payment_actual0@111000;16
Feature;3174;finish payment#finish editing#finish editing;20
Feature;3174;remove document#revoke decision#save;4
Feature;3174;revoke decision#save#insert document;21
Feature;3174;begin editing#check#initialize;9
Feature;3174;event:org:resource@796771;147
Feature;3174;remove document#save#remove document;5
Feature;3174;calculate#withdraw#save;6
Feature;3174;withdraw#save#insert document;5
Feature;3174;check#finish preparations#save;4
Feature;3174;finish preparations#begin preparations#finish preparations;20
Feature;3174;decide#begin payment#insert document;18405
Feature;3174;save#insert document#abort payment;2
Feature;3174;abort payment#save#begin payment;15
Feature;3174;save#begin payment#save;14
Feature;3174;save#save#abort payment;10
Feature;3174;calculate#insert document#finish editing;13
Feature;3174;insert document#finish editing#decide;10
Feature;3174;insert document#remove document#revoke decision;48
Feature;3174;finish editing#withdraw#withdraw;4
Feature;3174;check admissibility#refuse#begin editing from refused;42
Feature;3174;refuse#begin editing from refused#insert document;16
Feature;3174;begin editing from refused#insert document#insert document;3
Feature;3174;check admissibility#refuse#begin editing;43
Feature;3174;calculate#save#finish preparations;227
Feature;3174;performed#finish editing#plan;13
Feature;3174;save#finish editing#remove document;13
Feature;3174;save#insert document#calculate;38
Feature;3174;calculate#insert document#begin editing from refused;2
Feature;3174;finish editing#decide#approve;10
Feature;3174;decide#approve#begin editing;5
Feature;3174;begin editing#initialize#calculate;35
Feature;3174;check#finish editing#plan;15
Feature;3174;save#finish editing#take original document;25
Feature;3174;finish editing#take original document#save;18
Feature;3174;decide#begin editing#finish editing;37
Feature;3174;decide#begin editing#revoke decision;6
Feature;3174;begin editing#revoke decision#revoke decision;3
Feature;3174;revoke decision#revoke decision#save;6
Feature;3174;decide#revoke decision#decide;2
Feature;3174;revoke decision#decide#insert document;3
Feature;3174;calculate#initialize#insert document;7
Feature;3174;check#finish editing#begin admissibility check;6
Feature;3174;finish editing#begin admissibility check#calculate;23
Feature;3174;check#initialize#insert document;7
Feature;3174;initialize#save#insert document;58
Feature;3174;refuse#begin editing from refused#begin editing from refused;10
Feature;3174;begin editing from refused#begin editing from refused#begin editing from refused;7
Feature;3174;calculate#remove document#remove document;28
Feature;3174;insert document#save#withdraw;23
Feature;3174;save#withdraw#insert document;8
Feature;3174;initialize#plan#initialize;15
Feature;3174;event:org:resource@2044b6;378
Feature;3174;begin editing from refused#insert document#begin admissibility check;3
Feature;3174;insert document#revoke decision#insert document;20
Feature;3174;revoke decision#insert document#revoke decision;22
Feature;3174;save#remove document#calculate;12
Feature;3174;calculate#finish editing#refuse;2
Feature;3174;decide#insert document#begin editing;24
Feature;3174;remove document#revoke decision#finish editing;5
Feature;3174;revoke decision#finish editing#decide;23
Feature;3174;begin payment#begin editing#begin editing;4
Feature;3174;begin editing#begin editing#finish payment;3
Feature;3174;refuse#insert document#calculate;22
Feature;3174;trace:penalty_JLP3@True;12
Feature;3174;remove document#revoke decision#revoke decision;17
Feature;3174;revoke decision#begin payment#abort payment;4
Feature;3174;finish editing#remove document#remove document;14
Feature;3174;revoke decision#revoke decision#remove document;7
Feature;3174;event:org:resource@7886b1;22
Feature;3174;trace:payment_actual0@68000;12
Feature;3174;begin admissibility check#check admissibility#save;26
Feature;3174;check admissibility#save#begin admissibility check;22
Feature;3174;trace:penalty_C9@True;26
Feature;3174;trace:penalty_amount0@3200;16
Feature;3174;calculate#calculate#performed;502
Feature;3174;begin editing#initialize#plan;28
Feature;3174;begin preparations#save#save;35
Feature;3174;save#begin editing#finish preparations;2
Feature;3174;begin editing#finish preparations#save;11
Feature;3174;begin editing#save#begin admissibility check;34
Feature;3174;calculate#check admissibility#begin editing;14
Feature;3174;check admissibility#begin editing#begin editing;5
Feature;3174;save#finish editing#approve;5
Feature;3174;finish editing#approve#begin editing;5
Feature;3174;calculate#calculate#approve;21
Feature;3174;performed#begin editing#insert document;312
Feature;3174;trace:penalty_amount0@5300;3
Feature;3174;calculate#refuse#save;4
Feature;3174;refuse#save#save;4
Feature;3174;remove document#insert document#decide;2
Feature;3174;insert document#decide#save;9
Feature;3174;save#insert document#begin editing;19
Feature;3174;event:concept:name@cancel offline;131
Feature;3174;begin preparations#prepare offline#cancel offline;94
Feature;3174;prepare offline#cancel offline#save;5
Feature;3174;cancel offline#save#save;3
Feature;3174;prepare offline#cancel offline#prepare offline;61
Feature;3174;cancel offline#prepare offline#save;49
Feature;3174;trace:payment_actual0@51000;19
Feature;3174;save#save#refuse;2
Feature;3174;save#refuse#calculate;3
Feature;3174;trace:penalty_amount0@2600;26
Feature;3174;revoke decision#revoke decision#calculate;190
Feature;3174;begin payment#insert document#abort payment;1885
Feature;3174;insert document#abort payment#begin payment;1885
Feature;3174;trace:payment_actual0@88000;5
Feature;3174;refuse#insert document#begin admissibility check;17
Feature;3174;finish editing#remove document#begin editing;13
Feature;3174;remove document#begin editing#remove document;27
Feature;3174;decide#save#check;8
Feature;3174;begin preparations#prepare external#check;3
Feature;3174;prepare external#check#finish editing;3
Feature;3174;check#finish editing#abort external;40
Feature;3174;finish editing#abort external#finish preparations;110
Feature;3174;performed offline#initialize#save;24
Feature;3174;decide#revoke decision#finish editing;34
Feature;3174;finish editing#decide#withdraw;7
Feature;3174;trace:cross_compliance@2.0;4
Feature;3174;insert document#insert document#finish payment;12450
Feature;3174;check#finish editing#take original document;12
Feature;3174;insert document#decide#decide;8
Feature;3174;trace:penalty_amount0@6000;5
Feature;3174;withdraw#revoke withdrawal#begin editing;56
Feature;3174;revoke withdrawal#begin editing#withdraw;4
Feature;3174;begin editing#withdraw#revoke withdrawal;7
Feature;3174;trace:penalty_amount0@2800;20
Feature;3174;performed#save#discard;2
Feature;3174;discard#initialize#begin editing;5
Feature;3174;remove document#begin editing#save;27
Feature;3174;remove document#calculate#insert document;11
Feature;3174;calculate#finish editing#revoke withdrawal;2
Feature;3174;finish editing#revoke withdrawal#begin editing;2
Feature;3174;insert document#calculate#withdraw;9
Feature;3174;finish editing#withdraw#revoke withdrawal;10
Feature;3174;approve#begin editing#save;6
Feature;3174;finish editing#save#revoke decision;36
Feature;3174;begin payment#finish editing#finish editing;14
Feature;3174;remove document#save#initialize;4
Feature;3174;trace:penalty_amount0@7000;2
Feature;3174;begin admissibility check#check admissibility#insert document;20
Feature;3174;check admissibility#insert document#save;19
Feature;3174;decide#save#begin payment;32
Feature;3174;trace:penalty_amount0@5200;4
Feature;3174;decide#begin payment#save;33
Feature;3174;event:org:resource@8d8538;238
Feature;3174;event:org:resource@c522f8;106
Feature;3174;begin preparations#check#finish editing;5
Feature;3174;performed#prepare offline#cancel offline;6
Feature;3174;prepare offline#cancel offline#initialize;13
Feature;3174;save#revoke decision#remove document;8
Feature;3174;check admissibility#calculate#begin editing;15
Feature;3174;decide#decide#approve;3
Feature;3174;decide#approve#calculate;8
Feature;3174;check admissibility#save#check;5
Feature;3174;trace:cross_compliance@21.0;2
Feature;3174;save#revoke approval#begin admissibility check;3
Feature;3174;begin admissibility check#withdraw#insert document;22
Feature;3174;begin editing#calculate#revoke approval;2
Feature;3174;calculate#revoke approval#begin admissibility check;2
Feature;3174;save#save#plan;17
Feature;3174;finish editing#calculate#take original document;22
Feature;3174;calculate#remove document#decide;9
Feature;3174;remove document#decide#begin editing;4
Feature;3174;begin preparations#save#finish editing;8
Feature;3174;save#finish editing#prepare offline;4
Feature;3174;finish editing#prepare offline#save;10
Feature;3174;trace:penalty_amount0@2700;18
Feature;3174;check#save#plan;2
Feature;3174;insert document#save#revoke withdrawal;50
Feature;3174;save#revoke withdrawal#begin editing;9
Feature;3174;revoke withdrawal#begin editing#calculate;71
Feature;3174;calculate#finish editing#withdraw;12
Feature;3174;save#revoke withdrawal#remove document;48
Feature;3174;save#begin editing#finish editing;107
Feature;3174;finish editing#remove document#decide;3
Feature;3174;remove document#decide#begin payment;4
Feature;3174;finish editing#take original document#check;20
Feature;3174;take original document#check#insert document;20
Feature;3174;abort payment#revoke decision#revoke decision;2
Feature;3174;event:org:resource@2bf205;69
Feature;3174;check admissibility#begin admissibility check#begin admissibility check;3
Feature;3174;begin admissibility check#begin admissibility check#check admissibility;6
Feature;3174;calculate#finish editing#check admissibility;6
Feature;3174;finish editing#check admissibility#approve;4
Feature;3174;approve#begin editing#decide;6
Feature;3174;begin editing#decide#calculate;4
Feature;3174;remove document#revoke decision#begin editing;2
Feature;3174;revoke decision#begin editing#calculate;8
Feature;3174;decide#begin editing#remove document;8
Feature;3174;calculate#revoke decision#finish editing;2
Feature;3174;calculate#finish editing#check;13
Feature;3174;trace:payment_actual0@63000;8
Feature;3174;finish editing#finish payment#initialize;16
Feature;3174;trace:penalty_AJLP@True;61
Feature;3174;begin editing#save#revoke withdrawal;3
Feature;3174;decide#withdraw#insert document;2
Feature;3174;save#decide#begin editing;27
Feature;3174;finish editing#decide#plan;3
Feature;3174;decide#plan#initialize;5
Feature;3174;save#decide#begin payment;25
Feature;3174;trace:payment_actual0@61000;25
Feature;3174;check admissibility#begin admissibility check#begin editing;6
Feature;3174;begin admissibility check#begin editing#calculate;6
Feature;3174;insert document#remove document#calculate;13
Feature;3174;save#save#decide;7
Feature;3174;check#begin editing#calculate;11
Feature;3174;performed#initialize#initialize;213
Feature;3174;begin preparations#prepare offline#initialize;92
Feature;3174;prepare offline#initialize#save;46
Feature;3174;save#performed#plan;47
Feature;3174;event:org:resource@d4758f;118
Feature;3174;insert document#insert document#decide;5
Feature;3174;insert document#decide#begin editing;6
Feature;3174;initialize#withdraw#begin editing;2
Feature;3174;withdraw#begin editing#calculate;12
Feature;3174;insert document#initialize#begin payment;9
Feature;3174;insert document#finish payment#insert document;1455
Feature;3174;save#withdraw#withdraw;18
Feature;3174;withdraw#withdraw#insert document;9
Feature;3174;withdraw#insert document#revoke withdrawal;5
Feature;3174;insert document#revoke withdrawal#begin admissibility check;4
Feature;3174;revoke withdrawal#begin admissibility check#check admissibility;4
Feature;3174;trace:payment_actual0@78000;6
Feature;3174;trace:penalty_amount0@3100;15
Feature;3174;save#check#plan;4
Feature;3174;check#plan#initialize;6
Feature;3174;calculate#performed offline#initialize;2
Feature;3174;performed offline#initialize#calculate;4
Feature;3174;insert document#begin payment#insert document;145
Feature;3174;begin editing#take original document#calculate;3
Feature;3174;begin editing from refused#begin editing from refused#insert document;5
Feature;3174;calculate#remove document#finish editing;12
Feature;3174;remove document#finish editing#save;6
Feature;3174;prepare offline#save#initialize;17
Feature;3174;begin editing#calculate#check;8
Feature;3174;remove document#remove document#begin editing;14
Feature;3174;trace:payment_actual0@90000;13
Feature;3174;begin payment#finish payment#check;4
Feature;3174;finish payment#check#finish editing;5
Feature;3174;begin editing#decide#begin editing;5
Feature;3174;finish editing#insert document#calculate;12
Feature;3174;trace:cross_compliance@12.0;19
Feature;3174;trace:payment_actual0@53000;14
Feature;3174;decide#remove document#remove document;6
Feature;3174;begin editing#take original document#insert document;6
Feature;3174;calculate#begin editing#revoke decision;3
Feature;3174;begin editing#revoke decision#calculate;7
Feature;3174;revoke decision#calculate#insert document;22
Feature;3174;calculate#insert document#revoke decision;5
Feature;3174;check#insert document#insert document;2
Feature;3174;save#revoke decision#initialize;2
Feature;3174;revoke decision#initialize#begin editing;3
Feature;3174;insert document#remove document#abort payment;2
Feature;3174;remove document#abort payment#begin payment;2
Feature;3174;begin preparations#prepare offline#insert document;5
Feature;3174;prepare offline#insert document#save;4
Feature;3174;finish preparations#begin preparations#check;3
Feature;3174;decide#begin editing#initialize;25
Feature;3174;performed#save#finish preparations;33
Feature;3174;finish editing#begin editing#revoke decision;2
Feature;3174;trace:penalty_amount0@13700;2
Feature;3174;save#check admissibility#refuse;8
Feature;3174;remove document#begin payment#finish payment;6
Feature;3174;calculate#performed#insert document;3
Feature;3174;remove document#calculate#save;13
Feature;3174;insert document#finish payment#save;752
Feature;3174;insert document#begin admissibility check#save;2
Feature;3174;trace:penalty_amount0@2100;31
Feature;3174;trace:payment_actual0@59000;197
Feature;3174;initialize#finish preparations#begin preparations;18
Feature;3174;performed#calculate#finish editing;1845
Feature;3174;calculate#revoke withdrawal#begin editing;4
Feature;3174;withdraw#calculate#calculate;6
Feature;3174;begin payment#finish payment#revoke withdrawal;3
Feature;3174;finish payment#revoke withdrawal#remove document;2
Feature;3174;trace:payment_actual0@73000;13
Feature;3174;finish editing#save#begin payment;12
Feature;3174;finish editing#remove document#withdraw;3
Feature;3174;remove document#withdraw#remove document;3
Feature;3174;withdraw#remove document#insert document;2
Feature;3174;insert document#revoke withdrawal#begin editing;8
Feature;3174;decide#remove document#save;5
Feature;3174;remove document#save#begin payment;7
Feature;3174;begin editing#insert document#finish editing;83
Feature;3174;revoke decision#decide#save;15
Feature;3174;finish editing#insert document#finish editing;12
Feature;3174;insert document#remove document#begin admissibility check;9
Feature;3174;remove document#begin admissibility check#check admissibility;10
Feature;3174;event:org:resource@d114c8;8
Feature;3174;begin preparations#finish preparations#begin preparations;8
Feature;3174;begin preparations#save#check;3
Feature;3174;finish preparations#save#finish editing;13
Feature;3174;save#performed offline#calculate;61
Feature;3174;performed offline#calculate#save;26
Feature;3174;save#check#remove document;3
Feature;3174;check#remove document#save;3
Feature;3174;insert document#withdraw#insert document;7
Feature;3174;save#initialize#begin admissibility check;6
Feature;3174;initialize#begin admissibility check#withdraw;2
Feature;3174;check admissibility#begin admissibility check#withdraw;10
Feature;3174;begin admissibility check#withdraw#begin admissibility check;4
Feature;3174;withdraw#begin admissibility check#check admissibility;5
Feature;3174;trace:penalty_amount0@3800;11
Feature;3174;save#remove document#begin editing;13
Feature;3174;calculate#save#performed offline;66
Feature;3174;prepare offline#initialize#begin editing;21
Feature;3174;begin editing#calculate#cancel offline;5
Feature;3174;calculate#cancel offline#prepare offline;5
Feature;3174;cancel offline#prepare offline#initialize;10
Feature;3174;calculate#approve#revoke approval;5
Feature;3174;approve#revoke approval#refuse;3
Feature;3174;begin editing from refused#revoke approval#refuse;2
Feature;3174;revoke approval#refuse#begin editing from refused;2
Feature;3174;begin editing from refused#revoke approval#begin admissibility check;4
Feature;3174;withdraw#revoke approval#begin admissibility check;2
Feature;3174;withdraw#insert document#insert document;4
Feature;3174;revoke decision#decide#calculate;2
Feature;3174;refuse#begin editing from refused#calculate;38
Feature;3174;finish editing#finish editing#decide;16
Feature;3174;insert document#insert document#begin admissibility check;18
Feature;3174;decide#save#begin editing;28
Feature;3174;save#begin editing#revoke decision;2
Feature;3174;check#take original document#initialize;7
Feature;3174;calculate#remove document#begin admissibility check;3
Feature;3174;calculate#decide#decide;32
Feature;3174;initialize#plan#finish editing;4
Feature;3174;cancel offline#prepare offline#cancel offline;22
Feature;3174;remove document#save#begin editing;20
Feature;3174;finish editing#insert document#insert document;28
Feature;3174;discard#save#check;4
Feature;3174;save#take original document#calculate;24
Feature;3174;trace:payment_actual0@75000;17
Feature;3174;trace:penalty_amount0@6700;3
Feature;3174;trace:payment_actual0@49000;104
Feature;3174;insert document#insert document#revoke approval;7
Feature;3174;insert document#revoke approval#refuse;3
Feature;3174;performed#performed#check;4
Feature;3174;calculate#remove document#initialize;3
Feature;3174;remove document#initialize#begin editing;6
Feature;3174;check admissibility#refuse#save;6
Feature;3174;decide#begin editing#insert document;47
Feature;3174;revoke decision#insert document#remove document;15
Feature;3174;trace:payment_actual0@145000;2
Feature;3174;trace:payment_actual0@582000;7
Feature;3174;trace:penalty_amount0@5100;6
Feature;3174;decide#revoke decision#withdraw;37
Feature;3174;begin payment#begin editing#finish editing;3
Feature;3174;abort payment#begin payment#check;6
Feature;3174;begin payment#check#finish editing;6
Feature;3174;check admissibility#insert document#remove document;4
Feature;3174;trace:penalty_amount0@3400;19
Feature;3174;event:org:resource@Inspection service;86
Feature;3174;begin editing#finish editing#mail income;162
Feature;3174;finish editing#mail income#mail valid;37
Feature;3174;performed#finish editing#finish preparations;36
Feature;3174;finish editing#initialize#finish preparations;49
Feature;3174;calculate#decide#remove document;2
Feature;3174;calculate#decide#revoke decision;13
Feature;3174;begin payment#abort payment#insert document;12
Feature;3174;abort payment#insert document#save;6
Feature;3174;performed#finish preparations#begin editing;2
Feature;3174;finish preparations#begin editing#finish editing;4
Feature;3174;withdraw#begin editing#save;3
Feature;3174;event:org:resource@313338;2
Feature;3174;finish editing#take original document#calculate;10
Feature;3174;trace:penalty_amount0@3900;79
Feature;3174;event:concept:name@change department;11
Feature;3174;finish payment#change department#change department;5
Feature;3174;change department#change department#change department;8
Feature;3174;calculate#initialize#finish editing;16
Feature;3174;performed#insert document#remove document;4
Feature;3174;event:org:resource@bbd307;74
Feature;3174;performed#remove document#save;2
Feature;3174;initialize#take original document#begin editing;2
Feature;3174;take original document#begin editing#calculate;401
Feature;3174;insert document#insert document#finish preparations;18
Feature;3174;insert document#finish preparations#save;22
Feature;3174;finish editing#abort external#prepare external;5
Feature;3174;trace:penalty_amount0@9700;2
Feature;3174;finish editing#finish preparations#prepare external;131
Feature;3174;begin editing from refused#calculate#insert document;5
Feature;3174;trace:penalty_amount0@17600;2
Feature;3174;finish payment#begin admissibility check#check admissibility;4
Feature;3174;initialize#performed offline#save;4
Feature;3174;calculate#withdraw#withdraw;3
Feature;3174;decide#insert document#revoke withdrawal;5
Feature;3174;insert document#revoke withdrawal#remove document;2
Feature;3174;check admissibility#refuse#refuse;4
Feature;3174;begin editing from refused#insert document#save;15
Feature;3174;calculate#finish editing#plan;29
Feature;3174;trace:penalty_amount0@6200;6
Feature;3174;finish editing#begin editing#withdraw;3
Feature;3174;withdraw#revoke withdrawal#withdraw;5
Feature;3174;revoke withdrawal#withdraw#revoke withdrawal;3
Feature;3174;withdraw#revoke withdrawal#begin admissibility check;2
Feature;3174;revoke withdrawal#begin admissibility check#calculate;5
Feature;3174;begin editing#remove document#calculate;4
Feature;3174;remove document#remove document#finish editing;2
Feature;3174;remove document#finish editing#decide;10
Feature;3174;save#finish payment#check;2
Feature;3174;save#begin preparations#initialize;40
Feature;3174;begin preparations#initialize#finish preparations;10
Feature;3174;finish editing#save#begin preparations;25
Feature;3174;begin payment#abort payment#finish editing;2
Feature;3174;abort payment#finish editing#begin payment;2
Feature;3174;refuse#revoke approval#approve;3
Feature;3174;revoke decision#remove document#decide;2
Feature;3174;remove document#decide#remove document;2
Feature;3174;remove document#revoke decision#insert document;37
Feature;3174;begin editing#remove document#revoke decision;2
Feature;3174;revoke decision#insert document#calculate;32
Feature;3174;begin editing#revoke decision#save;3
Feature;3174;remove document#remove document#calculate;4
Feature;3174;calculate#finish editing#performed;3685
Feature;3174;finish editing#remove document#calculate;3
Feature;3174;remove document#decide#insert document;8
Feature;3174;finish editing#save#take original document;10
Feature;3174;calculate#save#begin preparations;25
Feature;3174;cancel offline#prepare offline#begin editing;2
Feature;3174;mail valid#mail income#initialize;3730
Feature;3174;mail income#initialize#begin editing;3734
Feature;3174;save#withdraw#begin admissibility check;2
Feature;3174;withdraw#save#calculate;2
Feature;3174;finish editing#save#revoke withdrawal;2
Feature;3174;approve#revoke approval#save;2
Feature;3174;revoke approval#save#begin admissibility check;2
Feature;3174;trace:penalty_amount0@7200;3
Feature;3174;performed#finish editing#check;4
Feature;3174;finish editing#save#remove document;8
Feature;3174;begin editing#save#decide;4
Feature;3174;decide#save#decide;11
Feature;3174;save#withdraw#save;5
Feature;3174;calculate#initialize#finish preparations;4
Feature;3174;revoke withdrawal#begin editing#finish editing;3
Feature;3174;trace:penalty_amount0@10000;2
Feature;3174;initialize#insert document#check;2
Feature;3174;insert document#check#finish editing;2
Feature;3174;save#take original document#insert document;3
Feature;3174;trace:penalty_amount0@2900;22
Feature;3174;trace:penalty_amount0@3600;9
Feature;3174;begin editing#begin editing#finish editing;17
Feature;3174;finish editing#revoke approval#begin admissibility check;2
Feature;3174;calculate#begin admissibility check#withdraw;8
Feature;3174;decide#save#remove document;9
Feature;3174;prepare offline#save#performed;10
Feature;3174;finish editing#performed#check;3
Feature;3174;save#calculate#decide;7
Feature;3174;decide#insert document#decide;10
Feature;3174;finish editing#initialize#check;2
Feature;3174;calculate#remove document#revoke decision;6
Feature;3174;trace:penalty_amount0@7300;3
Feature;3174;decide#decide#initialize;5
Feature;3174;calculate#calculate#begin editing from refused;13
Feature;3174;calculate#begin editing from refused#finish editing;4
Feature;3174;begin editing from refused#finish editing#begin editing;3
Feature;3174;save#remove document#finish editing;4
Feature;3174;save#insert document#revoke approval;4
Feature;3174;insert document#revoke approval#begin admissibility check;11
Feature;3174;begin preparations#prepare offline#performed;8
Feature;3174;prepare offline#performed#cancel offline;2
Feature;3174;cancel offline#initialize#save;2
Feature;3174;begin editing#remove document#save;6
Feature;3174;refuse#calculate#calculate;4
Feature;3174;decide#insert document#approve;4
Feature;3174;trace:payment_actual0@86000;2
Feature;3174;trace:cross_compliance@35.0;10
Feature;3174;trace:penalty_amount0@6800;2
Feature;3174;trace:penalty_amount0@3700;16
Feature;3174;save#remove document#revoke withdrawal;6
Feature;3174;check#finish editing#begin payment;2
Feature;3174;initialize#finish editing#finish editing;32
Feature;3174;begin preparations#finish preparations#insert document;2
Feature;3174;finish payment#finish editing#begin editing;6
Feature;3174;performed offline#begin editing#finish editing;4
Feature;3174;save#abort payment#save;5
Feature;3174;finish preparations#begin preparations#prepare offline;38
Feature;3174;prepare offline#initialize#plan;7
Feature;3174;save#check#begin editing;5
Feature;3174;check#begin editing#save;37
Feature;3174;refuse#insert document#revoke approval;5
Feature;3174;refuse#save#refuse;4
Feature;3174;insert document#approve#calculate;4
Feature;3174;calculate#insert document#withdraw;3
Feature;3174;trace:payment_actual0@581000;6
Feature;3174;take original document#save#finish editing;7
Feature;3174;performed#calculate#calculate;1009
Feature;3174;abort payment#begin payment#remove document;2
Feature;3174;prepare offline#save#calculate;32
Feature;3174;begin editing#calculate#take original document;27
Feature;3174;calculate#take original document#take original document;5
Feature;3174;take original document#take original document#calculate;6
Feature;3174;calculate#refuse#revoke approval;4
Feature;3174;refuse#insert document#begin editing from refused;4
Feature;3174;refuse#insert document#begin editing;6
Feature;3174;finish editing#save#approve;2
Feature;3174;save#initialize#remove document;2
Feature;3174;save#save#cancel offline;2
Feature;3174;save#cancel offline#finish preparations;2
Feature;3174;cancel offline#finish preparations#save;33
Feature;3174;finish editing#save#plan;10
Feature;3174;remove document#calculate#calculate;12
Feature;3174;calculate#performed#begin editing;187
Feature;3174;begin editing#calculate#check admissibility;2
Feature;3174;decide#calculate#decide;22
Feature;3174;begin payment#finish editing#abort payment;2
Feature;3174;check admissibility#approve#revoke approval;5
Feature;3174;approve#revoke approval#begin admissibility check;3
Feature;3174;begin admissibility check#withdraw#withdraw;5
Feature;3174;initialize#plan#begin editing;5
Feature;3174;cancel offline#initialize#begin editing;7
Feature;3174;save#begin preparations#calculate;21
Feature;3174;begin preparations#calculate#performed;2
Feature;3174;save#performed#check;7
Feature;3174;save#begin payment#finish editing;2
Feature;3174;trace:penalty_AVBP@True;2
Feature;3174;trace:penalty_AVGP@True;2
Feature;3174;mail income#initialize#initialize;2
Feature;3174;begin editing#finish editing#mail valid;10
Feature;3174;trace:penalty_amount0@2000;27
Feature;3174;performed#prepare offline#save;11
Feature;3174;abort payment#begin payment#initialize;3
Feature;3174;begin payment#initialize#plan;3
Feature;3174;trace:payment_actual0@148000;6
Feature;3174;trace:penalty_amount0@2300;19
Feature;3174;begin editing#save#revoke decision;4
Feature;3174;begin editing#revoke decision#remove document;2
Feature;3174;finish editing#calculate#initialize;611
Feature;3174;trace:payment_actual0@89000;8
Feature;3174;check admissibility#calculate#check admissibility;2
Feature;3174;revoke approval#refuse#insert document;4
Feature;3174;refuse#save#calculate;2
Feature;3174;begin payment#remove document#insert document;3
Feature;3174;remove document#insert document#finish payment;5
Feature;3174;insert document#remove document#finish editing;3
Feature;3174;finish editing#revoke decision#insert document;6
Feature;3174;trace:cross_compliance@14.0;7
Feature;3174;prepare offline#cancel offline#begin editing;9
Feature;3174;cancel offline#begin editing#calculate;7
Feature;3174;begin editing#calculate#prepare offline;14
Feature;3174;calculate#prepare offline#save;24
Feature;3174;finish preparations#save#check;6
Feature;3174;performed offline#finish editing#begin editing;17
Feature;3174;check#initialize#finish editing;28
Feature;3174;cancel offline#save#finish preparations;2
Feature;3174;performed#check#initialize;8
Feature;3174;performed#calculate#begin editing;39
Feature;3174;save#take original document#check;5
Feature;3174;take original document#check#save;3
Feature;3174;performed offline#initialize#plan;7
Feature;3174;revoke decision#calculate#remove document;2
Feature;3174;begin editing#save#finish preparations;8
Feature;3174;insert document#insert document#approve;2
Feature;3174;calculate#begin editing#remove document;2
Feature;3174;calculate#initialize#begin admissibility check;2
Feature;3174;begin admissibility check#withdraw#calculate;4
Feature;3174;trace:penalty_amount0@4200;8
Feature;3174;revoke decision#finish editing#calculate;17
Feature;3174;initialize#insert document#remove document;4
Feature;3174;finish preparations#save#initialize;19
Feature;3174;save#begin editing#check;2
Feature;3174;trace:penalty_amount0@6300;2
Feature;3174;trace:cross_compliance@23.0;6
Feature;3174;finish preparations#insert document#insert document;9
Feature;3174;save#take original document#begin payment;15
Feature;3174;performed#save#remove document;2
Feature;3174;approve#approve#save;4
Feature;3174;revoke decision#save#check;3
Feature;3174;save#begin editing#remove document;2
Feature;3174;calculate#revoke decision#save;2
Feature;3174;calculate#calculate#plan;17
Feature;3174;trace:payment_actual0@87000;3
Feature;3174;trace:payment_actual0@110000;7
Feature;3174;prepare offline#initialize#performed;24
Feature;3174;plan#finish preparations#begin preparations;48
Feature;3174;cancel offline#save#performed;2
Feature;3174;begin admissibility check#check admissibility#remove document;5
